Area,year,houseSales,meanHousePrice,MedianHousePrice,population,meanAnnualSalary,MedianAnnualSalary,weeklyRent,nominalHousePrice,realHousePrice,trendInRealHouse,realAWE,CPIH,CPI,OOH
City of London,1975,,,,,,,,,,,,,,
City of London,1976,,,,,,,,,,,,,,
City of London,1977,,,,,,,,,,,,,,
City of London,1978,,,,,,,,,,,,,,
City of London,1979,,,,,,,,,,,,,,
City of London,1980,,,,,,,,,,,,,,
City of London,1981,,,,,,,,,,,,,,
City of London,1982,,,,,,,,,,,,,,
City of London,1983,,,,,,,,,,,,,,
City of London,1984,,,,,,,,,,,,,,
City of London,1985,,,,,,,,,,,,,,
City of London,1986,,,,,,,,,,,,,,
City of London,1987,,,,,,,,,,,,,,
City of London,1988,,,,,,,,,,,,,,
City of London,1989,,,,,,,,,,,,,,
City of London,1990,,,,,,,,,,,,,,
City of London,1991,,,,,,,,,,,,,,
City of London,1992,,,,,,,,,,,,,,
City of London,1993,,,,,,,,,,,,,,
City of London,1994,,,,,,,,,,,,,,
City of London,1995,165,146043,"105,00",,,,,,,,,,,
City of London,1996,284,136344,124250,,,,,,,,,,,
City of London,1997,328,156418,135000,,,,,,,,,,,
City of London,1998,436,227377,169250,,,,,,,,,,,
City of London,1999,545,232854,180000,10000,109800,40400,59,,,,,,,
City of London,2000,441,255964,200000,10000,137000,65000,59,,,,,,,
City of London,2001,373,266277,237500,12000,92900,38300,60,,,,,,,
City of London,2002,393,270879,250000,11000,78700,37000,63,,,,,,,
City of London,2003,483,322733,285000,10000,85800,39200,65,,,,,,,
City of London,2004,378,292696,280000,10000,95600,44400,68,,,,,,,
City of London,2005,306,329697,310000,10000,90600,49300,66,,,,,,,
City of London,2006,300,374654,337500,10000,99200,49000,65,,,,,,,
City of London,2007,270,490706,416250,10000,102000,58500,69,,,,,,,
City of London,2008,143,412940,365000,10000,120522,59200,73,,,,,,,
City of London,2009,159,449611,400000,9000,137000,61900,75,,,,,,,
City of London,2010,237,524581,450000,8000,127000,61300,76,,,,,,,
City of London,2011,256,541192,465000,8000,117000,51600,83,,,,,,,
City of London,2012,197,537160,485000,9000,131000,58300,90,,,,,,,
City of London,2013,427,775504,615000,9000,151000,65300,112,,,,,,,
City of London,2014,316,894046,769100,9000,144000,61100,100,,,,,,,
City of London,2015,282,926292,800000,10000,142000,60000,104,,,,,,,
City of London,2016,137,928037,831400,12000,157000,57300,105,,,,,,,
City of London,2017,203,950760,835000,11000,148000,60000,104,,,,,,,
City of London,2018,,,,12000,142000,55200,100,,,,,,,
City of London,2019,,,,12000,128000,54200,103,,,,,,,
City of London,2020,,,,10000,142000,56700,106,,,,,,,
City of London,2021,,,,9000,167000,62200,107,,,,,,,
City of London,2022,,,,,,,112,,,,,,,
City of London,2023,,,,,,,,,,,,,,
Barking and Dagenham,1975,,,,,,,,,,,,,,
Barking and Dagenham,1976,,,,,,,,,,,,,,
Barking and Dagenham,1977,,,,,,,,,,,,,,
Barking and Dagenham,1978,,,,,,,,,,,,,,
Barking and Dagenham,1979,,,,,,,,,,,,,,
Barking and Dagenham,1980,,,,,,,,,,,,,,
Barking and Dagenham,1981,,,,,,,,,,,,,,
Barking and Dagenham,1982,,,,,,,,,,,,,,
Barking and Dagenham,1983,,,,,,,,,,,,,,
Barking and Dagenham,1984,,,,,,,,,,,,,,
Barking and Dagenham,1985,,,,,,,,,,,,,,
Barking and Dagenham,1986,,,,,,,,,,,,,,
Barking and Dagenham,1987,,,,,,,,,,,,,,
Barking and Dagenham,1988,,,,,,,,,,,,,,
Barking and Dagenham,1989,,,,,,,,,,,,,,
Barking and Dagenham,1990,,,,,,,,,,,,,,
Barking and Dagenham,1991,,,,,,,,,,,,,,
Barking and Dagenham,1992,,,,,,,,,,,,,,
Barking and Dagenham,1993,,,,,,,,,,,,,,
Barking and Dagenham,1994,,,,,,,,,,,,,,
Barking and Dagenham,1995,1488,50165,49000,,,,,,,,,,,
Barking and Dagenham,1996,1894,51680,49995,,,,,,,,,,,
Barking and Dagenham,1997,2443,56222,53500,,,,,,,,,,,
Barking and Dagenham,1998,2516,63874,59995,0,0,,,,,,,,,
Barking and Dagenham,1999,2699,69544,65000,62000,16200,1500,49,,,,,,,
Barking and Dagenham,2000,2834,84111,78000,71000,18100,15600,52,,,,,,,
Barking and Dagenham,2001,3227,94451,89500,56000,18600,16200,54,,,,,,,
Barking and Dagenham,2002,3468,118795,115250,67000,19100,17000,57,,,,,,,
Barking and Dagenham,2003,3638,145661,140000,67000,18000,17400,58,,,,,,,
Barking and Dagenham,2004,3638,163828,159995,77000,19400,16600,60,,,,,,,
Barking and Dagenham,2005,2901,169663,163000,83000,20600,17900,63,,,,,,,
Barking and Dagenham,2006,3682,175139,167998,77000,20600,17600,66,,,,,,,
Barking and Dagenham,2007,4016,192859,185000,78000,21300,18600,71,,,,,,,
Barking and Dagenham,2008,1710,196942,190000,78000,22000,19000,73,,,,,,,
Barking and Dagenham,2009,1266,166483,160000,76000,23100,19400,72,,,,,,,
Barking and Dagenham,2010,1459,179018,170000,69000,22500,19400,73,,,,,,,
Barking and Dagenham,2011,1463,180165,170000,73000,22800,19600,79,,,,,,,
Barking and Dagenham,2012,1346,181471,174000,74000,23700,20100,88,,,,,,,
Barking and Dagenham,2013,1743,187943,180995,77000,24600,21000,90,,,,,,,
Barking and Dagenham,2014,2123,215810,215000,74000,25500,21800,91,,,,,,,
Barking and Dagenham,2015,2240,244126,245500,83000,25900,22100,98,,,,,,,
Barking and Dagenham,2016,2063,289176,290000,88000,26700,23300,96,,,,,,,
Barking and Dagenham,2017,1880,301518,300000,85000,27400,23900,97,,,,,,,
Barking and Dagenham,2018,,,,85000,28800,25200,94,,,,,,,
Barking and Dagenham,2019,,,,85000,29400,25700,95,,,,,,,
Barking and Dagenham,2020,,,,87000,30800,26800,97,,,,,,,
Barking and Dagenham,2021,,,,90000,31800,28000,96,,,,,,,
Barking and Dagenham,2022,,,,,,,102,,,,,,,
Barking and Dagenham,2023,,,,,,,,,,,,,,
Barnet,1975,,,,,,,,,,,,,,
Barnet,1976,,,,,,,,,,,,,,
Barnet,1977,,,,,,,,,,,,,,
Barnet,1978,,,,,,,,,,,,,,
Barnet,1979,,,,,,,,,,,,,,
Barnet,1980,,,,,,,,,,,,,,
Barnet,1981,,,,,,,,,,,,,,
Barnet,1982,,,,,,,,,,,,,,
Barnet,1983,,,,,,,,,,,,,,
Barnet,1984,,,,,,,,,,,,,,
Barnet,1985,,,,,,,,,,,,,,
Barnet,1986,,,,,,,,,,,,,,
Barnet,1987,,,,,,,,,,,,,,
Barnet,1988,,,,,,,,,,,,,,
Barnet,1989,,,,,,,,,,,,,,
Barnet,1990,,,,,,,,,,,,,,
Barnet,1991,,,,,,,,,,,,,,
Barnet,1992,,,,,,,,,,,,,,
Barnet,1993,,,,,,,,,,,,,,
Barnet,1994,,,,,,,,,,,,,,
Barnet,1995,4758,111019,85125,,,,,,,,,,,
Barnet,1996,6254,111203,87000,,,,,,,,,,,
Barnet,1997,6853,135580,100000,,,,,,,,,,,
Barnet,1998,6500,147673,113995,,,,,,,,,,,
Barnet,1999,7616,173356,135000,161000,26800,18700,55,,,,,,,
Barnet,2000,6648,199147,159000,156000,30800,19400,56,,,,,,,
Barnet,2001,6942,220955,174975,159000,30400,18700,57,,,,,,,
Barnet,2002,7447,257942,207000,150000,32300,19700,61,,,,,,,
Barnet,2003,6313,284178,233000,150000,33900,20000,62,,,,,,,
Barnet,2004,6798,306902,249000,155000,32800,19900,64,,,,,,,
Barnet,2005,5459,318450,250000,161000,35600,21100,67,,,,,,,
Barnet,2006,6832,341937,273000,173000,36700,20400,70,,,,,,,
Barnet,2007,6950,380566,295000,173000,38700,22000,75,,,,,,,
Barnet,2008,3493,387784,280000,170000,40000,23000,79,,,,,,,
Barnet,2009,3214,382142,290000,167000,41600,24300,81,,,,,,,
Barnet,2010,4209,444386,325000,176000,38800,24100,83,,,,,,,
Barnet,2011,3949,440755,325000,179000,39200,24200,95,,,,,,,
Barnet,2012,4085,450269,330000,172000,41000,25800,98,,,,,,,
Barnet,2013,4746,479968,345000,167000,45500,26800,98,,,,,,,
Barnet,2014,4915,534786,400000,175000,45000,27100,101,,,,,,,
Barnet,2015,4966,566874,450000,178000,49000,27700,103,,,,,,,
Barnet,2016,4927,584202,476500,180000,48600,28800,102,,,,,,,
Barnet,2017,3769,667593,533500,188000,49500,28700,102,,,,,,,
Barnet,2018,,,,188000,51600,29900,102,,,,,,,
Barnet,2019,,,,192000,51600,30700,101,,,,,,,
Barnet,2020,,,,189000,54400,32200,104,,,,,,,
Barnet,2021,,,,190000,59100,33500,107,,,,,,,
Barnet,2022,,,,,,,113,,,,,,,
Barnet,2023,,,,,,,,,,,,,,
Bexley,1975,,,,,,,,,,,,,,
Bexley,1976,,,,,,,,,,,,,,
Bexley,1977,,,,,,,,,,,,,,
Bexley,1978,,,,,,,,,,,,,,
Bexley,1979,,,,,,,,,,,,,,
Bexley,1980,,,,,,,,,,,,,,
Bexley,1981,,,,,,,,,,,,,,
Bexley,1982,,,,,,,,,,,,,,
Bexley,1983,,,,,,,,,,,,,,
Bexley,1984,,,,,,,,,,,,,,
Bexley,1985,,,,,,,,,,,,,,
Bexley,1986,,,,,,,,,,,,,,
Bexley,1987,,,,,,,,,,,,,,
Bexley,1988,,,,,,,,,,,,,,
Bexley,1989,,,,,,,,,,,,,,
Bexley,1990,,,,,,,,,,,,,,
Bexley,1991,,,,,,,,,,,,,,
Bexley,1992,,,,,,,,,,,,,,
Bexley,1993,,,,,,,,,,,,,,
Bexley,1994,,,,,,,,,,,,,,
Bexley,1995,3430,66294,62000,,,,,,,,,,,
Bexley,1996,3987,69941,65000,,,,,,,,,,,
Bexley,1997,4742,75484,71000,,,,,,,,,,,
Bexley,1998,4301,85497,79000,,,,,,,,,,,
Bexley,1999,5101,94395,86000,105000,20500,17200,,,,,,,,
Bexley,2000,4411,109347,98500,116000,19800,17300,,,,,,,,
Bexley,2001,5312,126216,116973,112000,22000,18300,,,,,,,,
Bexley,2002,5771,151225,139500,114000,21500,17800,,,,,,,,
Bexley,2003,5231,174984,163000,113000,21900,17700,,,,,,,,
Bexley,2004,5102,188354,175000,124000,22300,17700,,,,,,,,
Bexley,2005,4079,194798,183000,121000,24000,19400,,,,,,,,
Bexley,2006,5035,209006,195000,123000,24600,19600,,,,,,,,
Bexley,2007,5051,223771,212000,123000,26700,19800,,,,,,,,
Bexley,2008,2501,219495,210000,120000,27000,21000,,,,,,,,
Bexley,2009,2187,209521,196000,117000,27600,22100,,,,,,,,
Bexley,2010,2478,226616,215000,114000,27400,22600,,,,,,,,
Bexley,2011,2554,226283,215000,114000,28300,22300,,,,,,,,
Bexley,2012,2878,225465,210000,115000,28600,23100,,,,,,,,
Bexley,2013,3350,236952,225000,118000,29600,24400,,,,,,,,
Bexley,2014,3872,267268,250000,122000,30200,24400,,,,,,,,
Bexley,2015,3821,295262,285000,127000,30900,24500,,,,,,,,
Bexley,2016,3371,340626,328000,125000,32300,26100,,,,,,,,
Bexley,2017,3161,357779,342500,122000,33500,26900,,,,,,,,
Bexley,2018,,,,130000,34600,26900,,,,,,,,
Bexley,2019,,,,126000,36000,28000,,,,,,,,
Bexley,2020,,,,126000,36400,28800,,,,,,,,
Bexley,2021,,,,135000,38000,29300,,,,,,,,
Bexley,2022,,,,,,,,,,,,,,
Bexley,2023,,,,,,,,,,,,,,
Brent,1975,,,,,,,,,,,,,,
Brent,1976,,,,,,,,,,,,,,
Brent,1977,,,,,,,,,,,,,,
Brent,1978,,,,,,,,,,,,,,
Brent,1979,,,,,,,,,,,,,,
Brent,1980,,,,,,,,,,,,,,
Brent,1981,,,,,,,,,,,,,,
Brent,1982,,,,,,,,,,,,,,
Brent,1983,,,,,,,,,,,,,,
Brent,1984,,,,,,,,,,,,,,
Brent,1985,,,,,,,,,,,,,,
Brent,1986,,,,,,,,,,,,,,
Brent,1987,,,,,,,,,,,,,,
Brent,1988,,,,,,,,,,,,,,
Brent,1989,,,,,,,,,,,,,,
Brent,1990,,,,,,,,,,,,,,
Brent,1991,,,,,,,,,,,,,,
Brent,1992,,,,,,,,,,,,,,
Brent,1993,,,,,,,,,,,,,,
Brent,1994,,,,,,,,,,,,,,
Brent,1995,3473,77258,68000,,,,,,,,,,,
Brent,1996,3832,82824,73000,,,,,,,,,,,
Brent,1997,4343,96499,83500,,,,,,,,,,,
Brent,1998,4373,111868,96000,,,,,,,,,,,
Brent,1999,4733,125958,112000,122000,20000,16500,73,,,,,,,
Brent,2000,4538,154194,139000,130000,22200,16800,73,,,,,,,
Brent,2001,4837,175865,158000,127000,21100,16500,74,,,,,,,
Brent,2002,4915,210014,187000,116000,21700,16400,74,,,,,,,
Brent,2003,4318,230062,210000,119000,22500,16800,74,,,,,,,
Brent,2004,4154,249534,223500,137000,21800,16500,77,,,,,,,
Brent,2005,3330,266301,240000,135000,23200,17600,80,,,,,,,
Brent,2006,4004,284109,249950,144000,24600,18200,79,,,,,,,
Brent,2007,4351,321197,280000,161000,24700,18300,83,,,,,,,
Brent,2008,2096,328763,275000,150000,25000,18500,87,,,,,,,
Brent,2009,1601,322691,275000,145000,26100,19600,87,,,,,,,
Brent,2010,2427,345055,283000,146000,26700,19700,88,,,,,,,
Brent,2011,2218,360423,300000,149000,27400,20200,95,,,,,,,
Brent,2012,2076,395126,322500,144000,28300,20600,105,,,,,,,
Brent,2013,2439,429877,347500,150000,29700,21300,113,,,,,,,
Brent,2014,2850,468859,385000,147000,31200,22700,115,,,,,,,
Brent,2015,2927,506322,415000,154000,32600,23200,114,,,,,,,
Brent,2016,2864,517497,445000,155000,34100,24100,113,,,,,,,
Brent,2017,1979,578705,499950,155000,35400,24700,114,,,,,,,
Brent,2018,,,,159000,36300,25600,113,,,,,,,
Brent,2019,,,,155000,37800,26200,113,,,,,,,
Brent,2020,,,,152000,40400,27200,116,,,,,,,
Brent,2021,,,,149000,44100,30000,120,,,,,,,
Brent,2022,,,,,,,125,,,,,,,
Brent,2023,,,,,,,,,,,,,,
Bromley,1975,,,,,,,,,,,,,,
Bromley,1976,,,,,,,,,,,,,,
Bromley,1977,,,,,,,,,,,,,,
Bromley,1978,,,,,,,,,,,,,,
Bromley,1979,,,,,,,,,,,,,,
Bromley,1980,,,,,,,,,,,,,,
Bromley,1981,,,,,,,,,,,,,,
Bromley,1982,,,,,,,,,,,,,,
Bromley,1983,,,,,,,,,,,,,,
Bromley,1984,,,,,,,,,,,,,,
Bromley,1985,,,,,,,,,,,,,,
Bromley,1986,,,,,,,,,,,,,,
Bromley,1987,,,,,,,,,,,,,,
Bromley,1988,,,,,,,,,,,,,,
Bromley,1989,,,,,,,,,,,,,,
Bromley,1990,,,,,,,,,,,,,,
Bromley,1991,,,,,,,,,,,,,,
Bromley,1992,,,,,,,,,,,,,,
Bromley,1993,,,,,,,,,,,,,,
Bromley,1994,,,,,,,,,,,,,,
Bromley,1995,4798,93441,76625,,,,,,,,,,,
Bromley,1996,6483,97597,80000,,,,,,,,,,,
Bromley,1997,7353,105027,86000,,,,,,,,,,,
Bromley,1998,6212,118048,99995,,,,,,,,,,,
Bromley,1999,7246,138486,116500,163000,25100,18500,,,,,,,,
Bromley,2000,6636,164025,135000,167000,26400,19500,,,,,,,,
Bromley,2001,7606,182176,152725,164000,27400,19100,,,,,,,,
Bromley,2002,8163,209252,176820,160000,27700,20100,,,,,,,,
Bromley,2003,6958,238066,205000,150000,29200,21400,,,,,,,,
Bromley,2004,7602,259452,225000,169000,29200,20900,,,,,,,,
Bromley,2005,6399,267788,230000,173000,31400,22400,,,,,,,,
Bromley,2006,8472,282058,242500,177000,32800,23000,,,,,,,,
Bromley,2007,8069,316391,260000,181000,34400,23200,,,,,,,,
Bromley,2008,3788,304375,250000,170000,35000,24000,,,,,,,,
Bromley,2009,3947,301946,249000,163000,36500,24900,,,,,,,,
Bromley,2010,4413,327306,275000,161000,35900,25800,,,,,,,,
Bromley,2011,4363,336236,275000,168000,36400,25100,,,,,,,,
Bromley,2012,4854,333020,277500,169000,37200,26900,,,,,,,,
Bromley,2013,5458,354045,295000,173000,39000,27200,,,,,,,,
Bromley,2014,6076,397487,335000,168000,40400,28100,,,,,,,,
Bromley,2015,5957,441675,375000,171000,43500,29800,,,,,,,,
Bromley,2016,5242,478142,420000,172000,44000,30400,,,,,,,,
Bromley,2017,4663,502623,440000,174000,45500,32000,,,,,,,,
Bromley,2018,,,,177000,46600,32800,,,,,,,,
Bromley,2019,,,,176000,48200,33700,,,,,,,,
Bromley,2020,,,,177000,49300,33800,,,,,,,,
Bromley,2021,,,,176000,54500,35800,,,,,,,,
Bromley,2022,,,,,,,202,,,,,,,
Bromley,2023,,,,,,,,,,,,,,
Camden,1975,,,,,,,,,,,,,,
Camden,1976,,,,,,,,,,,,,,
Camden,1977,,,,,,,,,,,,,,
Camden,1978,,,,,,,,,,,,,,
Camden,1979,,,,,,,,,,,,,,
Camden,1980,,,,,,,,,,,,,,
Camden,1981,,,,,,,,,,,,,,
Camden,1982,,,,,,,,,,,,,,
Camden,1983,,,,,,,,,,,,,,
Camden,1984,,,,,,,,,,,,,,
Camden,1985,,,,,,,,,,,,,,
Camden,1986,,,,,,,,,,,,,,
Camden,1987,,,,,,,,,,,,,,
Camden,1988,,,,,,,,,,,,,,
Camden,1989,,,,,,,,,,,,,,
Camden,1990,,,,,,,,,,,,,,
Camden,1991,,,,,,,,,,,,,,
Camden,1992,,,,,,,,,,,,,,
Camden,1993,,,,,,,,,,,,,,
Camden,1994,,,,,,,,,,,,,,
Camden,1995,2823,151364,114000,,,,,,,,,,,
Camden,1996,3688,168988,127500,,,,,,,,,,,
Camden,1997,4086,193421,145000,,,,,,,,,,,
Camden,1998,3664,220291,160000,,,,,,,,,,,
Camden,1999,4083,248232,190000,85000,39000,20500,60,,,,,,,
Camden,2000,3582,311696,235000,107000,40000,19700,63,,,,,,,
Camden,2001,3702,339288,249995,101000,42800,19800,65,,,,,,,
Camden,2002,3947,377033,279950,96000,43000,21700,69,,,,,,,
Camden,2003,3221,377836,273000,90000,45700,21300,70,,,,,,,
Camden,2004,3833,411840,305000,97000,50200,23200,68,,,,,,,
Camden,2005,3395,440809,325000,97000,56200,24200,72,,,,,,,
Camden,2006,4210,492802,357500,101000,60200,25900,75,,,,,,,
Camden,2007,3690,562205,410000,107000,69800,26900,79,,,,,,,
Camden,2008,2093,656935,440000,105000,69000,27000,82,,,,,,,
Camden,2009,2222,600683,417500,103000,68900,28400,85,,,,,,,
Camden,2010,2769,716429,478500,101000,67100,29400,86,,,,,,,
Camden,2011,2650,724250,483500,104000,69300,30400,92,,,,,,,
Camden,2012,2432,780751,500000,105000,71200,31600,104,,,,,,,
Camden,2013,2936,836170,585000,99000,78900,32000,104,,,,,,,
Camden,2014,2724,966927,675000,104000,79200,33100,110,,,,,,,
Camden,2015,2450,1040035,705000,103000,85000,34400,115,,,,,,,
Camden,2016,2145,1063248,735000,103000,88000,35500,114,,,,,,,
Camden,2017,2128,1099876,760000,101000,92600,37300,113,,,,,,,
Camden,2018,,,,106000,87400,35600,113,,,,,,,
Camden,2019,,,,104000,96900,38200,111,,,,,,,
Camden,2020,,,,100000,107000,38900,114,,,,,,,
Camden,2021,,,,108000,119000,38900,115,,,,,,,
Camden,2022,,,,,,,120,,,,,,,
Camden,2023,,,,,,,0,,,,,,,
Croydon,1975,,,,,,,0,,,,,,,
Croydon,1976,,,,,,,0,,,,,,,
Croydon,1977,,,,,,,0,,,,,,,
Croydon,1978,,,,,,,0,,,,,,,
Croydon,1979,,,,,,,0,,,,,,,
Croydon,1980,,,,,,,0,,,,,,,
Croydon,1981,,,,,,,0,,,,,,,
Croydon,1982,,,,,,,0,,,,,,,
Croydon,1983,,,,,,,0,,,,,,,
Croydon,1984,,,,,,,0,,,,,,,
Croydon,1985,,,,,,,0,,,,,,,
Croydon,1986,,,,,,,0,,,,,,,
Croydon,1987,,,,,,,0,,,,,,,
Croydon,1988,,,,,,,0,,,,,,,
Croydon,1989,,,,,,,0,,,,,,,
Croydon,1990,,,,,,,0,,,,,,,
Croydon,1991,,,,,,,0,,,,,,,
Croydon,1992,,,,,,,0,,,,,,,
Croydon,1993,,,,,,,0,,,,,,,
Croydon,1994,,,,,,,0,,,,,,,
Croydon,1995,5232,71800,60000,,,,0,,,,,,,
Croydon,1996,6489,75678,64500,,,,0,,,,,,,
Croydon,1997,7511,83343,71000,,,,0,,,,,,,
Croydon,1998,7383,94296,79000,,,,0,,,,,,,
Croydon,1999,8003,107094,89000,152000,21500,16700,64,,,,,,,
Croydon,2000,6154,128084,110000,162000,22100,17300,68,,,,,,,
Croydon,2001,7000,144254,126000,153000,23500,18300,66,,,,,,,
Croydon,2002,8619,172274,150100,166000,23400,18000,69,,,,,,,
Croydon,2003,7652,196228,172000,165000,23300,19000,66,,,,,,,
Croydon,2004,7709,209354,185000,175000,24300,18600,68,,,,,,,
Croydon,2005,6339,218049,194500,173000,25800,19600,70,,,,,,,
Croydon,2006,8163,230773,205000,171000,27200,20700,74,,,,,,,
Croydon,2007,8271,247869,222500,179000,28100,20900,79,,,,,,,
Croydon,2008,3900,253571,226500,170000,29000,21000,82,,,,,,,
Croydon,2009,3393,233442,200000,166000,29700,23100,84,,,,,,,
Croydon,2010,3643,254458,220000,173000,29000,22000,85,,,,,,,
Croydon,2011,3512,256219,220000,171000,29700,22700,96,,,,,,,
Croydon,2012,3634,262587,230000,174000,30700,23900,100,,,,,,,
Croydon,2013,4811,271891,239950,173000,31800,24300,105,,,,,,,
Croydon,2014,5841,300572,265000,176000,32600,25100,107,,,,,,,
Croydon,2015,5617,340768,306000,178000,34200,26300,107,,,,,,,
Croydon,2016,5177,372054,338000,186000,33800,25600,105,,,,,,,
Croydon,2017,4725,399645,365000,183000,35600,27500,104,,,,,,,
Croydon,2018,,,,187000,36500,27800,103,,,,,,,
Croydon,2019,,,,184000,37800,29400,103,,,,,,,
Croydon,2020,,,,189000,38300,29100,106,,,,,,,
Croydon,2021,,,,192000,40900,30400,109,,,,,,,
Croydon,2022,,,,,,,113,,,,,,,
Croydon,2023,,,,,,,,,,,,,,
Ealing,1975,,,,,,,,,,,,,,
Ealing,1976,,,,,,,,,,,,,,
Ealing,1977,,,,,,,,,,,,,,
Ealing,1978,,,,,,,,,,,,,,
Ealing,1979,,,,,,,,,,,,,,
Ealing,1980,,,,,,,,,,,,,,
Ealing,1981,,,,,,,,,,,,,,
Ealing,1982,,,,,,,,,,,,,,
Ealing,1983,,,,,,,,,,,,,,
Ealing,1984,,,,,,,,,,,,,,
Ealing,1985,,,,,,,,,,,,,,
Ealing,1986,,,,,,,,,,,,,,
Ealing,1987,,,,,,,,,,,,,,
Ealing,1988,,,,,,,,,,,,,,
Ealing,1989,,,,,,,,,,,,,,
Ealing,1990,,,,,,,,,,,,,,
Ealing,1991,,,,,,,,,,,,,,
Ealing,1992,,,,,,,,,,,,,,
Ealing,1993,,,,,,,,,,,,,,
Ealing,1994,,,,,,,,,,,,,,
Ealing,1995,4068,91045,75000,,,,,,,,,,,
Ealing,1996,5169,97595,80000,,,,,,,,,,,
Ealing,1997,5963,112582,90000,,,,,,,,,,,
Ealing,1998,5727,126671,103000,,,,,,,,,,,
Ealing,1999,6268,153236,125000,130000,22800,16400,61,,,,,,,
Ealing,2000,5387,176993,145000,149000,23800,17000,63,,,,,,,
Ealing,2001,6156,196261,163000,141000,25200,17500,66,,,,,,,
Ealing,2002,6348,227974,190000,141000,25400,18900,68,,,,,,,
Ealing,2003,5858,238760,210000,135000,26100,19400,64,,,,,,,
Ealing,2004,6089,260325,231000,154000,26500,19100,67,,,,,,,
Ealing,2005,4950,271985,235000,165000,26900,19000,69,,,,,,,
Ealing,2006,6564,292639,248000,159000,28700,19900,74,,,,,,,
Ealing,2007,6237,327798,270000,169000,30000,20200,77,,,,,,,
Ealing,2008,2783,327502,270000,160000,31000,21000,79,,,,,,,
Ealing,2009,2398,328818,257750,156000,32400,21800,82,,,,,,,
Ealing,2010,3213,350588,279275,166000,30700,20800,82,,,,,,,
Ealing,2011,3035,375143,293000,162000,32000,21300,86,,,,,,,
Ealing,2012,3253,397675,310000,163000,32600,22700,93,,,,,,,
Ealing,2013,3806,427847,326000,166000,34500,23200,92,,,,,,,
Ealing,2014,3378,501526,387775,167000,35300,24600,95,,,,,,,
Ealing,2015,3486,524967,432000,175000,37000,24900,97,,,,,,,
Ealing,2016,3060,553669,465000,177000,37300,26100,96,,,,,,,
Ealing,2017,2527,578110,485000,170000,39700,26700,96,,,,,,,
Ealing,2018,,,,173000,39800,26400,96,,,,,,,
Ealing,2019,,,,170000,42700,28200,95,,,,,,,
Ealing,2020,,,,172000,44100,29500,98,,,,,,,
Ealing,2021,,,,178000,46800,30900,100,,,,,,,
Ealing,2022,,,,,,,104,,,,,,,
Ealing,2023,,,,,,,,,,,,,,
Enfield,1975,,,,,,,,,,,,,,
Enfield,1976,,,,,,,,,,,,,,
Enfield,1977,,,,,,,,,,,,,,
Enfield,1978,,,,,,,,,,,,,,
Enfield,1979,,,,,,,,,,,,,,
Enfield,1980,,,,,,,,,,,,,,
Enfield,1981,,,,,,,,,,,,,,
Enfield,1982,,,,,,,,,,,,,,
Enfield,1983,,,,,,,,,,,,,,
Enfield,1984,,,,,,,,,,,,,,
Enfield,1985,,,,,,,,,,,,,,
Enfield,1986,,,,,,,,,,,,,,
Enfield,1987,,,,,,,,,,,,,,
Enfield,1988,,,,,,,,,,,,,,
Enfield,1989,,,,,,,,,,,,,,
Enfield,1990,,,,,,,,,,,,,,
Enfield,1991,,,,,,,,,,,,,,
Enfield,1992,,,,,,,,,,,,,,
Enfield,1993,,,,,,,,,,,,,,
Enfield,1994,,,,,,,,,,,,,,
Enfield,1995,4772,78510,66000,,,,,,,,,,,
Enfield,1996,5539,82956,69995,,,,,,,,,,,
Enfield,1997,6166,95078,78000,,,,,,,,,,,
Enfield,1998,6174,102483,85000,,,,0,,,,,,,
Enfield,1999,6631,113881,94000,124000,21500,16100,56,,,,,,,
Enfield,2000,5830,133086,114000,123000,20800,15900,58,,,,,,,
Enfield,2001,7155,154918,130000,128000,23100,17500,63,,,,,,,
Enfield,2002,7332,178250,153000,121000,24100,18100,66,,,,,,,
Enfield,2003,6383,205939,180000,119000,24200,18200,65,,,,,,,
Enfield,2004,6273,220110,193000,132000,23900,17000,67,,,,,,,
Enfield,2005,5102,228931,200000,132000,25800,18900,69,,,,,,,
Enfield,2006,6376,244472,210000,139000,27100,19500,72,,,,,,,
Enfield,2007,6484,267817,233000,145000,28100,19900,77,,,,,,,
Enfield,2008,3120,271592,234600,140000,29000,20000,79,,,,,,,
Enfield,2009,2570,266596,225000,134000,30600,22100,81,,,,,,,
Enfield,2010,2910,284303,241000,135000,29000,20900,81,,,,,,,
Enfield,2011,2734,285335,240000,135000,30400,22300,86,,,,,,,
Enfield,2012,2805,295101,248000,143000,30800,22700,92,,,,,,,
Enfield,2013,3368,309261,250000,136000,32900,23900,96,,,,,,,
Enfield,2014,3687,350007,285000,137000,34400,25300,103,,,,,,,
Enfield,2015,3505,389903,331000,139000,34600,25100,102,,,,,,,
Enfield,2016,3061,450294,385000,144000,34600,25400,101,,,,,,,
Enfield,2017,2612,463806,402500,144000,36200,26300,100,,,,,,,
Enfield,2018,,,,143000,37200,27300,101,,,,,,,
Enfield,2019,,,,145000,39500,28300,101,,,,,,,
Enfield,2020,,,,137000,40700,29500,104,,,,,,,
Enfield,2021,,,,142000,42800,29900,106,,,,,,,
Enfield,2022,,,,,,,111,,,,,,,
Enfield,2023,,,,,,,,,,,,,,
Greenwich,1975,,,,,,,,,,,,,,
Greenwich,1976,,,,,,,,,,,,,,
